cumPktCount,burstNum,burstSize,pktsBurst,pktsFlow,maxBytesFlow,fractionFlowBytes
2232,711,204,1,1,204,1.0
2233,712,556,1,1,556,1.0
2234,713,1504,1,1,1504,1.0
2236,714,1554,2,1,1504,0.967824967825
2237,715,68,1,1,68,1.0
2241,716,2926,4,1,1504,0.514012303486
2242,717,83,1,1,83,1.0
2246,718,208,4,1,56,0.269230769231
2247,719,1474,1,1,1474,1.0
2252,720,3162,5,1,1504,0.475648323846
2253,721,781,1,1,781,1.0
2262,722,9229,9,3,4512,0.488893704627
2265,723,4512,3,2,3008,0.666666666667
2275,724,8147,10,2,3008,0.369215662207
2285,725,10465,10,4,6000,0.573339703774
2290,726,4100,5,1,1504,0.366829268293
2292,727,120,2,1,64,0.533333333333
2293,728,1496,1,1,1496,1.0
2294,729,1504,1,1,1504,1.0
2295,730,56,1,1,56,1.0
2296,731,1504,1,1,1504,1.0
2300,732,1688,4,1,1496,0.886255924171
2301,733,1504,1,1,1504,1.0
2302,734,253,1,1,253,1.0
2304,735,1550,2,1,1504,0.970322580645
2306,736,2552,2,1,1504,0.58934169279
2307,737,56,1,1,56,1.0
2312,738,4616,5,2,3008,0.65164644714
2318,739,6351,6,2,3008,0.473626200598
2320,740,3008,2,1,1504,0.5
2323,741,1646,3,1,1504,0.913730255164
2325,742,2908,2,1,1504,0.51719394773
2327,743,3008,2,1,1504,0.5
2331,744,4513,4,1,1504,0.333259472635
2335,745,4558,4,1,1504,0.329969284774
2343,746,7032,8,2,3008,0.427758816837
2344,747,1504,1,1,1504,1.0
2357,748,10507,13,2,3008,0.286285333587
2358,749,1504,1,1,1504,1.0
2362,750,4560,4,1,1504,0.329824561404
2363,751,56,1,1,56,1.0
2364,752,1504,1,1,1504,1.0
2367,753,3076,3,1,1504,0.488946684005
2371,754,1699,4,1,1504,0.885226603885
2372,755,69,1,1,69,1.0
2398,756,27889,26,8,12032,0.431424575998
2399,757,1504,1,1,1504,1.0
2401,758,1560,2,1,1504,0.964102564103
2403,759,831,2,1,785,0.944645006017
2413,760,9279,10,2,3008,0.324172863455
2434,761,16986,21,4,6016,0.354174025668
2435,762,50,1,1,50,1.0
2436,763,1504,1,1,1504,1.0
2437,764,46,1,1,46,1.0
2438,765,1504,1,1,1504,1.0
2444,766,3514,6,1,1504,0.428002276608
2445,767,1444,1,1,1444,1.0
2448,768,1610,3,1,1504,0.934161490683
2455,769,9317,7,2,2552,0.273907910272
2459,770,4558,4,2,3008,0.659938569548
2460,771,1504,1,1,1504,1.0
2465,772,3515,5,1,1504,0.427880512091
2469,773,1694,4,1,1504,0.887839433294
2470,774,1504,1,1,1504,1.0
2471,775,1504,1,1,1504,1.0
2472,776,46,1,1,46,1.0
2473,777,1504,1,1,1504,1.0
2483,778,7733,10,2,2800,0.362084572611
2485,779,1560,2,1,1504,0.964102564103
2486,780,50,1,1,50,1.0
2493,781,4792,7,1,1504,0.313856427379
2495,782,1560,2,1,1504,0.964102564103
2496,783,1474,1,1,1474,1.0
2506,784,7790,10,2,3008,0.386136071887
2512,785,2661,6,1,1504,0.565201052236
2514,786,1588,2,1,1504,0.947103274559
2518,787,393,4,1,223,0.567430025445
2520,788,2669,2,1,1504,0.563506931435
2522,789,106,2,1,56,0.528301886792
2523,790,80,1,1,80,1.0
2527,791,1978,4,1,1504,0.760364004044
2528,792,1276,1,1,1276,1.0
2533,793,1732,5,1,1504,0.868360277136
2535,794,1222,2,1,1176,0.962356792144
2536,795,1504,1,1,1504,1.0
2541,796,4646,5,2,3008,0.647438656909
2542,797,60,1,1,60,1.0
2543,798,50,1,1,50,1.0
2544,799,1504,1,1,1504,1.0
2545,800,1504,1,1,1504,1.0
2551,801,6128,6,4,6016,0.981723237598
2552,802,1504,1,1,1504,1.0
2555,803,1606,3,1,1504,0.936488169365
2561,804,348,6,1,84,0.241379310345
2562,805,56,1,1,56,1.0
2563,806,1504,1,1,1504,1.0
2564,807,56,1,1,56,1.0
2567,808,462,3,1,370,0.800865800866
2569,809,92,2,1,46,0.5
2571,810,110,2,1,64,0.581818181818
2572,811,56,1,1,56,1.0
2573,812,1504,1,1,1504,1.0
2586,813,9592,13,3,4512,0.470391993328
2587,814,56,1,1,56,1.0
2592,815,5859,5,1,1504,0.256699095409
2595,816,162,3,1,56,0.345679012346
2598,817,425,3,1,300,0.705882352941
2599,818,68,1,1,68,1.0
2600,819,46,1,1,46,1.0
2601,820,50,1,1,50,1.0
2602,821,68,1,1,68,1.0
2603,822,50,1,1,50,1.0
2604,823,46,1,1,46,1.0
2605,824,56,1,1,56,1.0
2606,825,56,1,1,56,1.0
2608,826,112,2,1,56,0.5
2613,827,1740,5,1,1504,0.864367816092
2618,828,1714,5,1,1500,0.875145857643
2619,829,1504,1,1,1504,1.0
2620,830,56,1,1,56,1.0
2622,831,1550,2,1,1504,0.970322580645
2623,832,1504,1,1,1504,1.0
2624,833,1504,1,1,1504,1.0
2629,834,4624,5,2,3008,0.650519031142
2630,835,1504,1,1,1504,1.0
2631,836,1504,1,1,1504,1.0
2632,837,68,1,1,68,1.0
2636,838,2149,4,1,1504,0.699860400186
2646,839,7565,10,1,1504,0.198810310641
2647,840,56,1,1,56,1.0
2648,841,1504,1,1,1504,1.0
2649,842,46,1,1,46,1.0
2650,843,56,1,1,56,1.0
2651,844,1504,1,1,1504,1.0
2655,845,310,4,1,125,0.403225806452
2656,846,1504,1,1,1504,1.0
2662,847,2696,6,2,2447,0.907640949555
2663,848,618,1,1,618,1.0
2664,849,1504,1,1,1504,1.0
2665,850,84,1,1,84,1.0
2667,851,344,2,1,280,0.813953488372
2670,852,1663,3,1,1504,0.904389657246
2695,853,24040,25,6,9024,0.37537437604
2701,854,3557,6,1,1504,0.422828226033
2702,855,56,1,1,56,1.0
2703,856,56,1,1,56,1.0
2710,857,3324,7,1,1504,0.452466907341
2711,858,1504,1,1,1504,1.0
2716,859,1770,5,1,1504,0.849717514124
2717,860,46,1,1,46,1.0
2718,861,46,1,1,46,1.0
2723,862,3198,5,1,1504,0.470293933709
2724,863,64,1,1,64,1.0
2725,864,1504,1,1,1504,1.0
2734,865,6669,9,1,1504,0.225521067626
2739,866,6054,5,1,1504,0.248430789561
2741,867,1708,2,1,1504,0.88056206089
2744,868,174,3,1,68,0.390804597701
2745,869,64,1,1,64,1.0
2746,870,56,1,1,56,1.0
2748,871,114,2,1,64,0.561403508772
2749,872,87,1,1,87,1.0
2751,873,148,2,1,92,0.621621621622
2753,874,1460,2,1,1404,0.961643835616
2755,875,3008,2,1,1504,0.5
2759,876,962,4,1,810,0.841995841996
2760,877,50,1,1,50,1.0
2761,878,1504,1,1,1504,1.0
2763,879,1478,2,1,1404,0.949932341001
2767,880,214,4,1,56,0.261682242991
2768,881,56,1,1,56,1.0
2772,882,1674,4,1,1504,0.898446833931
2773,883,1504,1,1,1504,1.0
2778,884,1946,5,1,1424,0.731757451182
2779,885,987,1,1,987,1.0
2780,886,64,1,1,64,1.0
2782,887,116,2,1,60,0.51724137931
2783,888,56,1,1,56,1.0
2784,889,46,1,1,46,1.0
2785,890,52,1,1,52,1.0
2786,891,56,1,1,56,1.0
2787,892,56,1,1,56,1.0
2791,893,3075,4,1,1504,0.489105691057
2798,894,3217,7,1,1504,0.467516319552
2801,895,1616,3,1,1504,0.930693069307
2803,896,100,2,1,50,0.5
2805,897,1546,2,1,1496,0.96765847348
2806,898,1496,1,1,1496,1.0
2812,899,352,6,1,76,0.215909090909
2813,900,46,1,1,46,1.0
2814,901,46,1,1,46,1.0
2815,902,46,1,1,46,1.0
2816,903,56,1,1,56,1.0
2818,904,96,2,1,50,0.520833333333
2819,905,148,1,1,148,1.0
2821,906,96,2,1,50,0.520833333333
2822,907,429,1,1,429,1.0
2827,908,477,5,1,218,0.457023060797
2828,909,46,1,1,46,1.0
2829,910,84,1,1,84,1.0
2832,911,632,3,1,530,0.838607594937
2835,912,1768,3,1,1504,0.850678733032
2839,913,4568,4,1,1504,0.329246935201
2840,914,1504,1,1,1504,1.0
2841,915,1504,1,1,1504,1.0
2842,916,68,1,1,68,1.0
2844,917,1557,2,1,1504,0.965960179833
2845,918,204,1,1,204,1.0
2846,919,1504,1,1,1504,1.0
2847,920,56,1,1,56,1.0
2849,921,108,2,1,56,0.518518518519
2852,922,1616,3,1,1504,0.930693069307
2857,923,1242,5,1,1048,0.843800322061
2858,924,82,1,1,82,1.0
2859,925,56,1,1,56,1.0
2860,926,56,1,1,56,1.0
2861,927,50,1,1,50,1.0
2865,928,3108,4,1,1504,0.483912483912
2866,929,56,1,1,56,1.0
2867,930,84,1,1,84,1.0
2868,931,52,1,1,52,1.0
2869,932,56,1,1,56,1.0
2870,933,64,1,1,64,1.0
2871,934,56,1,1,56,1.0
2872,935,1504,1,1,1504,1.0
2880,936,6231,8,2,1717,0.275557695394
2882,937,1550,2,1,1504,0.970322580645
2883,938,1504,1,1,1504,1.0
2884,939,56,1,1,56,1.0
2885,940,56,1,1,56,1.0
2888,941,1616,3,1,1504,0.930693069307
2891,942,1616,3,1,1504,0.930693069307
2892,943,1504,1,1,1504,1.0
2895,944,162,3,1,56,0.345679012346
2896,945,56,1,1,56,1.0
2897,946,1504,1,1,1504,1.0
2899,947,102,2,1,56,0.549019607843
2904,948,3283,5,1,1504,0.458117575388
2905,949,56,1,1,56,1.0
2906,950,56,1,1,56,1.0
2909,951,4504,3,1,1504,0.333925399645
2916,952,4295,7,1,1504,0.350174621653
2917,953,331,1,1,331,1.0
2920,954,1754,3,1,1504,0.857468643101
2921,955,1504,1,1,1504,1.0
2922,956,50,1,1,50,1.0
2925,957,2726,3,2,2670,0.979457079971
2926,958,1504,1,1,1504,1.0
2927,959,1244,1,1,1244,1.0
2928,960,66,1,1,66,1.0
2929,961,1504,1,1,1504,1.0
2931,962,106,2,1,56,0.528301886792
2935,963,1955,4,1,1504,0.769309462916
2937,964,96,2,1,50,0.520833333333
2938,965,56,1,1,56,1.0
2939,966,1504,1,1,1504,1.0
2942,967,1612,3,1,1504,0.93300248139
2943,968,65,1,1,65,1.0
2944,969,1504,1,1,1504,1.0
2950,970,832,6,1,530,0.637019230769
2951,971,819,1,1,819,1.0
2953,972,1556,2,1,1504,0.966580976864
2955,973,1552,2,1,1496,0.963917525773
2956,974,1496,1,1,1496,1.0
2957,975,1504,1,1,1504,1.0
2961,976,1119,4,1,971,0.867739052726
2966,977,1756,5,1,1504,0.856492027335
2973,978,8250,7,2,2848,0.345212121212
2974,979,1424,1,1,1424,1.0
2999,980,18327,25,7,9968,0.543896982594
3001,981,1554,2,1,1504,0.967824967825
3006,982,4647,5,1,1504,0.323649666451
3021,983,12901,15,2,2665,0.206573133866
3031,984,8994,10,3,4212,0.468312208139
3035,985,1979,4,1,1474,0.744820616473
3036,986,1504,1,1,1504,1.0
3040,987,349,4,1,201,0.575931232092
3053,988,11883,13,2,2976,0.250441807624
3056,989,1794,3,1,1504,0.838350055741
3057,990,1504,1,1,1504,1.0
3058,991,1504,1,1,1504,1.0
3062,992,3600,4,2,2488,0.691111111111
3064,993,92,2,1,46,0.5
3065,994,1504,1,1,1504,1.0
3066,995,56,1,1,56,1.0
3067,996,1244,1,1,1244,1.0
3074,997,5315,7,2,2488,0.468109125118
3080,998,3425,6,1,1504,0.439124087591
3081,999,1474,1,1,1474,1.0
3083,1000,112,2,2,112,1.0
3084,1001,1474,1,1,1474,1.0
3086,1002,102,2,1,56,0.549019607843
3087,1003,56,1,1,56,1.0
3088,1004,1474,1,1,1474,1.0
3090,1005,112,2,1,56,0.5
3091,1006,1404,1,1,1404,1.0
3095,1007,3151,4,1,1486,0.471596318629
3101,1008,4439,6,1,1504,0.338815048434
3102,1009,1474,1,1,1474,1.0
3115,1010,11728,13,2,3008,0.256480218281
3120,1011,1970,5,1,1474,0.748223350254
3121,1012,316,1,1,316,1.0
3122,1013,1504,1,1,1504,1.0
3123,1014,50,1,1,50,1.0
3124,1015,56,1,1,56,1.0
3125,1016,1474,1,1,1474,1.0
3126,1017,1504,1,1,1504,1.0
3128,1018,1166,2,1,1120,0.960548885077
3129,1019,63,1,1,63,1.0
3130,1020,1504,1,1,1504,1.0
3131,1021,56,1,1,56,1.0
3135,1022,2051,4,1,1504,0.733300828864
3136,1023,1485,1,1,1485,1.0
3137,1024,56,1,1,56,1.0
3142,1025,3174,5,1,1504,0.473850031506
3144,1026,2095,2,1,1121,0.53508353222
3145,1027,1504,1,1,1504,1.0
3148,1028,2960,3,1,1504,0.508108108108
3149,1029,392,1,1,392,1.0
3150,1030,1097,1,1,1097,1.0
3152,1031,106,2,1,56,0.528301886792
3153,1032,850,1,1,850,1.0
3155,1033,1560,2,1,1504,0.964102564103
3156,1034,56,1,1,56,1.0
3160,1035,2227,4,1,987,0.443197126179
3161,1036,46,1,1,46,1.0
3162,1037,1504,1,1,1504,1.0
3164,1038,1014,2,1,958,0.944773175542
3174,1039,10088,10,2,2888,0.28628072958
3175,1040,56,1,1,56,1.0
3176,1041,1504,1,1,1504,1.0
3187,1042,7694,11,3,4332,0.563036132051
3192,1043,5136,5,2,2888,0.56230529595
3193,1044,1444,1,1,1444,1.0
3194,1045,1444,1,1,1444,1.0
3195,1046,1504,1,1,1504,1.0
3207,1047,3410,12,2,2888,0.846920821114
3208,1048,64,1,1,64,1.0
3209,1049,1444,1,1,1444,1.0
3214,1050,4531,5,2,2888,0.637386890311
3217,1051,1694,3,1,1444,0.852420306966
3221,1052,3056,4,1,1500,0.490837696335
3233,1053,12076,12,4,6016,0.498178204704
3272,1054,40160,39,12,17328,0.431474103586
3273,1055,1444,1,1,1444,1.0
3295,1056,21029,22,6,8664,0.412002472776
3315,1057,14017,20,7,10108,0.721124349005
3340,1058,21000,25,7,10108,0.481333333333
3344,1059,5559,4,1,1504,0.2705522576
3373,1060,26242,29,9,12996,0.495236643549
3374,1061,1444,1,1,1444,1.0
3394,1062,14939,20,4,5776,0.386638998594
3487,1063,99635,93,27,38468,0.386089225674
3489,1064,106,2,1,56,0.528301886792
3490,1065,109,1,1,109,1.0
3491,1066,1344,1,1,1344,1.0
3495,1067,1612,4,1,1444,0.895781637717
3496,1068,1504,1,1,1504,1.0
3497,1069,960,1,1,960,1.0
3498,1070,1344,1,1,1344,1.0
3500,1071,112,2,1,56,0.5
3501,1072,1504,1,1,1504,1.0
3502,1073,1504,1,1,1504,1.0
3508,1074,3354,6,2,2032,0.605843768634
3509,1075,1069,1,1,1069,1.0
3510,1076,1504,1,1,1504,1.0
3514,1077,3346,4,2,2160,0.645546921698
3516,1078,137,2,1,85,0.620437956204
3517,1079,1446,1,1,1446,1.0
3518,1080,56,1,1,56,1.0
3519,1081,50,1,1,50,1.0
3525,1082,3428,6,2,2160,0.630105017503
3526,1083,56,1,1,56,1.0
3527,1084,56,1,1,56,1.0
3532,1085,288,5,1,64,0.222222222222
3533,1086,1504,1,1,1504,1.0
3535,1087,120,2,1,64,0.533333333333
3538,1088,158,3,1,56,0.354430379747
3539,1089,46,1,1,46,1.0
3540,1090,1504,1,1,1504,1.0
3542,1091,106,2,1,56,0.528301886792
3543,1092,52,1,1,52,1.0
3544,1093,314,1,1,314,1.0
3546,1094,2948,2,1,1504,0.510176390773
3547,1095,56,1,1,56,1.0
3549,1096,1567,2,1,1504,0.95979578813
3552,1097,1616,3,1,1504,0.930693069307
3553,1098,50,1,1,50,1.0
3556,1099,148,3,2,92,0.621621621622
3557,1100,56,1,1,56,1.0
3558,1101,50,1,1,50,1.0
3562,1102,1227,4,1,1069,0.871230643847
3563,1103,56,1,1,56,1.0
3564,1104,50,1,1,50,1.0
3570,1105,1485,6,2,1127,0.758922558923
3574,1106,338,4,1,150,0.443786982249
3576,1107,938,2,1,882,0.940298507463
3577,1108,46,1,1,46,1.0
3578,1109,52,1,1,52,1.0
3579,1110,56,1,1,56,1.0
3585,1111,1695,6,1,1184,0.698525073746
3586,1112,50,1,1,50,1.0
3587,1113,1444,1,1,1444,1.0
3589,1114,2149,2,1,1496,0.696137738483
3591,1115,114,2,1,64,0.561403508772
3593,1116,112,2,1,56,0.5
3596,1117,168,3,1,56,0.333333333333
3597,1118,1504,1,1,1504,1.0
3598,1119,263,1,1,263,1.0
3599,1120,1504,1,1,1504,1.0
3601,1121,155,2,1,109,0.703225806452
3602,1122,64,1,1,64,1.0
3603,1123,1504,1,1,1504,1.0
3605,1124,109,2,1,63,0.577981651376
3607,1125,1560,2,1,1504,0.964102564103
3609,1126,1158,2,1,1112,0.960276338515
3610,1127,56,1,1,56,1.0
3614,1128,887,4,1,682,0.768883878241
3615,1129,464,1,1,464,1.0
3617,1130,272,2,1,216,0.794117647059
3618,1131,82,1,1,82,1.0
3627,1132,6302,9,2,3008,0.47730879086
3634,1133,6180,7,2,3008,0.486731391586
3638,1134,1626,4,1,1444,0.888068880689
3639,1135,1504,1,1,1504,1.0
3640,1136,1504,1,1,1504,1.0
3641,1137,1504,1,1,1504,1.0
3646,1138,1908,5,2,1740,0.911949685535
3647,1139,1504,1,1,1504,1.0
3648,1140,46,1,1,46,1.0
3655,1141,4706,7,2,1572,0.334041648959
3660,1142,1894,5,1,1504,0.794086589229
3665,1143,3818,5,2,2058,0.539025667889
3666,1144,1504,1,1,1504,1.0
3669,1145,452,3,1,356,0.787610619469
3670,1146,60,1,1,60,1.0
3671,1147,1504,1,1,1504,1.0
3672,1148,56,1,1,56,1.0
3673,1149,1504,1,1,1504,1.0
3677,1150,1684,4,1,1504,0.893111638955
3678,1151,987,1,1,987,1.0
3683,1152,1622,5,1,1424,0.877928483354
3684,1153,1504,1,1,1504,1.0
3691,1154,1772,7,1,1424,0.803611738149
3692,1155,56,1,1,56,1.0
3700,1156,4668,8,2,2848,0.610111396744
3701,1157,46,1,1,46,1.0
3702,1158,84,1,1,84,1.0
3706,1159,1682,4,1,1504,0.894173602854
3707,1160,46,1,1,46,1.0
3709,1161,108,2,1,56,0.518518518519
3710,1162,1504,1,1,1504,1.0
3734,1163,20440,24,4,6016,0.294324853229
3735,1164,1244,1,1,1244,1.0
3739,1165,4408,4,2,2848,0.64609800363
3740,1166,56,1,1,56,1.0
3741,1167,1504,1,1,1504,1.0
3746,1168,3766,5,2,2160,0.573552841211
3749,1169,2984,3,1,1504,0.504021447721
3751,1170,643,2,1,556,0.864696734059
3752,1171,1504,1,1,1504,1.0
3757,1172,3138,5,1,1504,0.479286169535
3770,1173,12675,13,4,6016,0.474635108481
3773,1174,3004,3,1,1504,0.500665778961
3780,1175,4696,7,1,1504,0.320272572402
3782,1176,1540,2,1,1484,0.963636363636
3788,1177,5875,6,1,1504,0.256
3799,1178,8814,11,2,2552,0.289539369185
3809,1179,7970,10,3,4512,0.566122961104
3813,1180,4488,4,1,1504,0.335115864528
3814,1181,822,1,1,822,1.0
3818,1182,4112,4,2,2180,0.530155642023
3823,1183,4918,5,1,1504,0.305815372102
3825,1184,112,2,1,56,0.5
3835,1185,6075,10,2,2330,0.38353909465
3836,1186,1069,1,1,1069,1.0
3854,1187,17365,18,3,4512,0.259832997409
3855,1188,56,1,1,56,1.0
3856,1189,1344,1,1,1344,1.0
3861,1190,3122,5,1,1504,0.481742472774
3866,1191,3008,5,1,1504,0.5
3867,1192,50,1,1,50,1.0
3868,1193,226,1,1,226,1.0
3876,1194,4607,8,1,1504,0.326459735186
3880,1195,1672,4,2,1560,0.933014354067
3883,1196,2840,3,1,1444,0.508450704225
3885,1197,3008,2,1,1504,0.5
3887,1198,1400,2,1,1344,0.96
3893,1199,5752,6,1,1504,0.261474269819
3894,1200,1444,1,1,1444,1.0
3895,1201,1444,1,1,1444,1.0
3903,1202,6669,8,1,1504,0.225521067626
3905,1203,1554,2,1,1504,0.967824967825
3906,1204,1048,1,1,1048,1.0
3909,1205,257,3,1,133,0.517509727626
3912,1206,1569,3,1,1424,0.907584448693
3913,1207,56,1,1,56,1.0
3915,1208,1550,2,1,1504,0.970322580645
3917,1209,1474,2,1,1424,0.966078697422
3918,1210,1504,1,1,1504,1.0
3922,1211,2465,4,1,1424,0.577687626775
3929,1212,3455,7,1,1504,0.435311143271
3931,1213,2623,2,1,1420,0.541364849409
3937,1214,3216,6,1,1504,0.467661691542
3938,1215,50,1,1,50,1.0
3943,1216,2242,5,1,1504,0.670829616414
3944,1217,1504,1,1,1504,1.0
3945,1218,56,1,1,56,1.0
3948,1219,1873,3,1,1245,0.664709022958
3949,1220,56,1,1,56,1.0
3950,1221,1504,1,1,1504,1.0
3951,1222,46,1,1,46,1.0
3952,1223,1504,1,1,1504,1.0
3953,1224,1442,1,1,1442,1.0
3956,1225,1180,3,1,665,0.563559322034
3958,1226,215,2,1,141,0.655813953488
3963,1227,2428,5,1,1504,0.619439868204
3965,1228,1936,2,1,1504,0.776859504132
3966,1229,1504,1,1,1504,1.0
3971,1230,1957,5,1,1504,0.768523249872
3982,1231,4346,11,1,1504,0.346065347446
3984,1232,1031,2,1,929,0.901066925315
3985,1233,1008,1,1,1008,1.0
3988,1234,1612,3,1,1504,0.93300248139
3989,1235,1504,1,1,1504,1.0
3990,1236,987,1,1,987,1.0
3991,1237,64,1,1,64,1.0
3992,1238,1504,1,1,1504,1.0
3993,1239,46,1,1,46,1.0
3994,1240,1504,1,1,1504,1.0
3996,1241,260,2,1,204,0.784615384615
3997,1242,114,1,1,114,1.0
3998,1243,1112,1,1,1112,1.0
3999,1244,1504,1,1,1504,1.0
4003,1245,250,4,1,76,0.304
4005,1246,108,2,1,56,0.518518518519
4006,1247,1344,1,1,1344,1.0
4007,1248,656,1,1,656,1.0
4013,1249,7576,6,2,3008,0.397043294615
4019,1250,7042,6,1,1504,0.213575688725
4021,1251,2180,2,1,1504,0.689908256881
4029,1252,9416,8,3,4512,0.479184367035
4032,1253,2097,3,1,1504,0.717215069146
4035,1254,3307,3,1,1504,0.454792863623
4036,1255,1504,1,1,1504,1.0
4040,1256,2993,4,1,1504,0.502505846976
4053,1257,12338,13,2,3008,0.243799643378
4058,1258,1604,5,1,1344,0.837905236908
4059,1259,950,1,1,950,1.0
4070,1260,5970,11,1,1504,0.251926298157
4072,1261,1558,2,1,1504,0.965340179718
4073,1262,1504,1,1,1504,1.0
4075,1263,112,2,1,56,0.5
4079,1264,4178,4,1,1504,0.359980852082
4081,1265,1560,2,1,1504,0.964102564103
4082,1266,1504,1,1,1504,1.0
4084,1267,92,2,1,46,0.5
4085,1268,1504,1,1,1504,1.0
4089,1269,1543,4,1,1397,0.905379131562
4091,1270,1637,2,1,1504,0.91875381796
4092,1271,46,1,1,46,1.0
4094,1272,102,2,1,56,0.549019607843
4095,1273,1504,1,1,1504,1.0
4096,1274,56,1,1,56,1.0
4097,1275,56,1,1,56,1.0
4103,1276,2974,6,1,1504,0.505716207128
4104,1277,1504,1,1,1504,1.0
4110,1278,2024,6,1,1504,0.743083003953
4111,1279,1504,1,1,1504,1.0
4112,1280,1504,1,1,1504,1.0
4113,1281,1117,1,1,1117,1.0
4115,1282,92,2,2,92,1.0
4118,1283,3064,3,1,1504,0.490861618799
4120,1284,1554,2,1,1504,0.967824967825
4122,1285,1554,2,1,1504,0.967824967825
4124,1286,166,2,1,92,0.55421686747
4126,1287,1317,2,1,1261,0.95747911921
4128,1288,1550,2,1,1504,0.970322580645
4131,1289,223,3,1,109,0.488789237668
4132,1290,1504,1,1,1504,1.0
4135,1291,2588,3,1,1504,0.58114374034
4147,1292,8562,12,3,3628,0.423732772717
4150,1293,2898,3,1,1504,0.518978605935
4152,1294,1550,2,1,1504,0.970322580645
4159,1295,3114,7,1,1504,0.482980089917
4160,1296,1504,1,1,1504,1.0
4161,1297,1344,1,1,1344,1.0
4162,1298,1504,1,1,1504,1.0
4167,1299,1712,5,1,1504,0.878504672897
4168,1300,56,1,1,56,1.0
4169,1301,1504,1,1,1504,1.0
4174,1302,4488,5,1,1504,0.335115864528
4179,1303,3166,5,1,1504,0.475047378395
4183,1304,2984,4,1,1504,0.504021447721
4185,1305,1572,2,1,1504,0.956743002545
4192,1306,6010,7,1,1504,0.250249584027
4195,1307,1858,3,1,1504,0.80947255113
4202,1308,6018,7,1,1504,0.249916915919
4203,1309,1504,1,1,1504,1.0
4208,1310,4556,5,1,1504,0.330114135206
4216,1311,7535,8,2,2357,0.312806901128
4219,1312,4350,3,1,1504,0.345747126437
4226,1313,8896,7,3,4488,0.504496402878
4259,1314,39286,33,13,19448,0.495036399735
4274,1315,14868,15,4,5984,0.40247511434
4289,1316,14797,15,2,3008,0.203284449551
4293,1317,3104,4,1,1504,0.484536082474
4297,1318,1536,4,1,1344,0.875
4298,1319,56,1,1,56,1.0
4299,1320,1504,1,1,1504,1.0
4302,1321,1618,3,1,1504,0.929542645241
4306,1322,1662,4,1,1504,0.904933814681
4307,1323,1504,1,1,1504,1.0
4309,1324,102,2,1,56,0.549019607843
4310,1325,68,1,1,68,1.0
4312,1326,1560,2,1,1504,0.964102564103
4314,1327,1560,2,1,1504,0.964102564103
4315,1328,56,1,1,56,1.0
4316,1329,1504,1,1,1504,1.0
4317,1330,1504,1,1,1504,1.0
4318,1331,1504,1,1,1504,1.0
4322,1332,259,4,1,113,0.436293436293
4324,1333,118,2,1,68,0.576271186441
4325,1334,1504,1,1,1504,1.0
4328,1335,1640,3,1,1504,0.917073170732
4330,1336,949,2,1,893,0.940990516333
4333,1337,3060,3,1,1504,0.491503267974
4334,1338,52,1,1,52,1.0
4336,1339,3008,2,1,1504,0.5
4339,1340,3064,3,1,1504,0.490861618799
4342,1341,1600,3,1,1504,0.94
4343,1342,1504,1,1,1504,1.0
4344,1343,56,1,1,56,1.0
4351,1344,5086,7,1,1504,0.295713723948
4352,1345,1504,1,1,1504,1.0
4353,1346,1504,1,1,1504,1.0
4359,1347,6294,6,3,4512,0.716873212583
4377,1348,16422,18,2,3008,0.183168919742
4385,1349,6242,8,2,3008,0.48189682794
4395,1350,7573,10,2,2717,0.358774593952
4398,1351,1191,3,1,1089,0.91435768262
4403,1352,4769,5,1,1504,0.315370098553
4404,1353,1504,1,1,1504,1.0
4406,1354,1588,2,1,1504,0.947103274559
4412,1355,2206,6,1,1504,0.681776971895
4417,1356,4612,5,1,1504,0.326105810928
4418,1357,56,1,1,56,1.0
4440,1358,17150,22,3,4512,0.263090379009
4446,1359,4980,6,1,1504,0.302008032129
4447,1360,1504,1,1,1504,1.0
4452,1361,2997,5,1,1504,0.501835168502
4453,1362,46,1,1,46,1.0
4456,1363,2779,3,1,1444,0.519611370997
4463,1364,6014,7,2,2848,0.473561689391
4469,1365,6032,6,3,4272,0.708222811671
4470,1366,1424,1,1,1424,1.0
4480,1367,6523,10,2,2848,0.436608922275
4481,1368,1504,1,1,1504,1.0
4482,1369,1504,1,1,1504,1.0
4483,1370,56,1,1,56,1.0
4500,1371,14355,17,3,4458,0.310553814002
4517,1372,13729,17,2,3008,0.219098259159
4518,1373,1504,1,1,1504,1.0
4533,1374,8140,15,1,1504,0.184766584767
4543,1375,8207,10,1,1504,0.183258194224
4547,1376,4568,4,1,1504,0.329246935201
4551,1377,3276,4,1,1504,0.459096459096
4559,1378,6487,8,1,1504,0.231848312009
4561,1379,112,2,1,56,0.5
4562,1380,1504,1,1,1504,1.0
4565,1381,4512,3,1,1504,0.333333333333
4566,1382,1504,1,1,1504,1.0
4573,1383,6174,7,1,1504,0.243602202786
4584,1384,7976,11,1,1504,0.188565697091
4593,1385,7511,9,1,1504,0.200239648516
4596,1386,3058,3,1,1504,0.491824722041
4597,1387,1504,1,1,1504,1.0
4600,1388,3597,3,1,1504,0.418126216291
4612,1389,15549,12,2,3008,0.193452955174
4613,1390,1504,1,1,1504,1.0
4615,1391,3008,2,1,1504,0.5
4627,1392,6972,12,1,1504,0.215720022949
4628,1393,1444,1,1,1444,1.0
4629,1394,1504,1,1,1504,1.0
